"DateRep","Cases","Deaths","Country"
2020-02-17,0,0,"Norway"
2020-02-18,0,0,"Norway"
2020-02-19,0,0,"Norway"
2020-02-20,0,0,"Norway"
2020-02-21,0,0,"Norway"
2020-02-22,0,0,"Norway"
2020-02-23,0,0,"Norway"
2020-02-24,0,0,"Norway"
2020-02-25,0,0,"Norway"
2020-02-26,0,0,"Norway"
2020-02-27,1,0,"Norway"
2020-02-28,3,0,"Norway"
2020-02-29,2,0,"Norway"
2020-03-01,9,0,"Norway"
2020-03-02,4,0,"Norway"
2020-03-03,6,0,"Norway"
2020-03-04,8,0,"Norway"
2020-03-05,23,0,"Norway"
2020-03-06,30,0,"Norway"
2020-03-07,27,0,"Norway"
2020-03-08,34,0,"Norway"
2020-03-09,22,0,"Norway"
2020-03-10,23,0,"Norway"
2020-03-11,85,0,"Norway"
2020-03-12,212,0,"Norway"
2020-03-13,132,1,"Norway"
2020-03-14,0,0,"Norway"
2020-03-15,286,0,"Norway"
2020-03-16,170,0,"Norway"
2020-03-17,92,2,"Norway"
2020-03-18,139,0,"Norway"
2020-03-19,115,0,"Norway"
2020-03-20,129,3,"Norway"
2020-03-21,190,1,"Norway"
2020-03-22,184,0,"Norway"
2020-03-23,206,0,"Norway"
2020-03-24,239,1,"Norway"
2020-03-25,195,2,"Norway"
2020-03-26,350,2,"Norway"
2020-03-27,240,2,"Norway"
2020-03-28,425,2,"Norway"
2020-03-29,264,4,"Norway"
2020-03-30,257,2,"Norway"
2020-03-31,124,4,"Norway"
2020-04-01,221,2,"Norway"
2020-04-02,218,4,"Norway"
2020-04-03,270,10,"Norway"
2020-04-04,273,2,"Norway"
2020-04-05,302,6,"Norway"
2020-04-06,130,8,"Norway"
2020-04-07,115,1,"Norway"
2020-04-08,108,10,"Norway"
2020-04-09,147,11,"Norway"
2020-04-10,150,8,"Norway"
2020-04-11,84,4,"Norway"
2020-04-12,76,6,"Norway"
2020-04-13,95,5,"Norway"
2020-04-14,73,11,"Norway"
2020-04-15,78,13,"Norway"
2020-04-16,111,3,"Norway"
2020-04-17,114,6,"Norway"
2020-04-18,0,0,"Norway"
2020-04-19,193,12,"Norway"
2020-04-20,84,6,"Norway"
2020-04-21,45,0,"Norway"
2020-04-22,53,9,"Norway"
2020-04-23,84,6,"Norway"
2020-04-24,95,11,"Norway"
2020-04-25,63,11,"Norway"
2020-04-26,59,2,"Norway"
2020-04-27,38,0,"Norway"
2020-04-28,28,0,"Norway"
2020-04-29,72,2,"Norway"
2020-04-30,62,7,"Norway"
2020-05-01,43,2,"Norway"
2020-05-02,49,0,"Norway"
2020-05-03,0,0,"Norway"
2020-05-04,50,4,"Norway"
2020-05-05,38,0,"Norway"
2019-12-31,0,0,"Spain"
2020-01-01,0,0,"Spain"
2020-01-02,0,0,"Spain"
2020-01-03,0,0,"Spain"
2020-01-04,0,0,"Spain"
2020-01-05,0,0,"Spain"
2020-01-06,0,0,"Spain"
2020-01-07,0,0,"Spain"
2020-01-08,0,0,"Spain"
2020-01-09,0,0,"Spain"
2020-01-10,0,0,"Spain"
2020-01-11,0,0,"Spain"
2020-01-12,0,0,"Spain"
2020-01-13,0,0,"Spain"
2020-01-14,0,0,"Spain"
2020-01-15,0,0,"Spain"
2020-01-16,0,0,"Spain"
2020-01-17,0,0,"Spain"
2020-01-18,0,0,"Spain"
2020-01-19,0,0,"Spain"
2020-01-20,0,0,"Spain"
2020-01-21,0,0,"Spain"
2020-01-22,0,0,"Spain"
2020-01-23,0,0,"Spain"
2020-01-24,0,0,"Spain"
2020-01-25,0,0,"Spain"
2020-01-26,0,0,"Spain"
2020-01-27,0,0,"Spain"
2020-01-28,0,0,"Spain"
2020-01-29,0,0,"Spain"
2020-01-30,0,0,"Spain"
2020-01-31,0,0,"Spain"
2020-02-01,1,0,"Spain"
2020-02-02,0,0,"Spain"
2020-02-03,0,0,"Spain"
2020-02-04,0,0,"Spain"
2020-02-05,0,0,"Spain"
2020-02-06,0,0,"Spain"
2020-02-07,0,0,"Spain"
2020-02-08,0,0,"Spain"
2020-02-09,0,0,"Spain"
2020-02-10,1,0,"Spain"
2020-02-11,0,0,"Spain"
2020-02-12,0,0,"Spain"
2020-02-13,0,0,"Spain"
2020-02-14,0,0,"Spain"
2020-02-15,0,0,"Spain"
2020-02-16,0,0,"Spain"
2020-02-17,0,0,"Spain"
2020-02-18,0,0,"Spain"
2020-02-19,0,0,"Spain"
2020-02-20,0,0,"Spain"
2020-02-21,0,0,"Spain"
2020-02-22,0,0,"Spain"
2020-02-23,0,0,"Spain"
2020-02-24,0,0,"Spain"
2020-02-25,1,0,"Spain"
2020-02-26,6,0,"Spain"
2020-02-27,8,0,"Spain"
2020-02-28,18,0,"Spain"
2020-02-29,19,0,"Spain"
2020-03-01,28,0,"Spain"
2020-03-02,54,0,"Spain"
2020-03-03,56,0,"Spain"
2020-03-04,75,0,"Spain"
2020-03-05,81,1,"Spain"
2020-03-06,183,2,"Spain"
2020-03-07,233,2,"Spain"
2020-03-08,330,0,"Spain"
2020-03-09,433,0,"Spain"
2020-03-10,772,23,"Spain"
2020-03-11,975,7,"Spain"
2020-03-12,1153,12,"Spain"
2020-03-13,1531,37,"Spain"
2020-03-14,1683,37,"Spain"
2020-03-15,2144,15,"Spain"
2020-03-16,1706,152,"Spain"
2020-03-17,2503,21,"Spain"
2020-03-18,3694,182,"Spain"
2020-03-19,4047,107,"Spain"
2020-03-20,4569,169,"Spain"
2020-03-21,5446,235,"Spain"
2020-03-22,4866,324,"Spain"
2020-03-23,4646,394,"Spain"
2020-03-24,7691,462,"Spain"
2020-03-25,8553,514,"Spain"
2020-03-26,8954,738,"Spain"
2020-03-27,9181,655,"Spain"
2020-03-28,8244,769,"Spain"
2020-03-29,6424,832,"Spain"
2020-03-30,5813,838,"Spain"
2020-03-31,8145,812,"Spain"
2020-04-01,7413,849,"Spain"
2020-04-02,7583,864,"Spain"
2020-04-03,7272,950,"Spain"
2020-04-04,6663,932,"Spain"
2020-04-05,5533,809,"Spain"
2020-04-06,3667,674,"Spain"
2020-04-07,5209,637,"Spain"
2020-04-08,5583,743,"Spain"
2020-04-09,5745,757,"Spain"
2020-04-10,4537,683,"Spain"
2020-04-11,4550,605,"Spain"
2020-04-12,3899,510,"Spain"
2020-04-13,3030,619,"Spain"
2020-04-14,3116,517,"Spain"
2020-04-15,4424,787,"Spain"
2020-04-16,3820,617,"Spain"
2020-04-17,3818,585,"Spain"
2020-04-18,3836,565,"Spain"
2020-04-19,-713,410,"Spain"
2020-04-20,2218,399,"Spain"
2020-04-21,2951,430,"Spain"
2020-04-22,2312,435,"Spain"
2020-04-23,2916,440,"Spain"
2020-04-24,2114,367,"Spain"
2020-04-25,2506,378,"Spain"
2020-04-26,1641,288,"Spain"
2020-04-27,1660,0,"Spain"
2020-04-28,1525,632,"Spain"
2020-04-29,847,453,"Spain"
2020-04-30,1241,268,"Spain"
2020-05-01,1387,281,"Spain"
2020-05-02,1234,276,"Spain"
2020-05-03,935,164,"Spain"
2020-05-04,466,164,"Spain"
2020-05-05,1039,185,"Spain"
2019-12-31,0,0,"Sweden"
2020-01-01,0,0,"Sweden"
2020-01-02,0,0,"Sweden"
2020-01-03,0,0,"Sweden"
2020-01-04,0,0,"Sweden"
2020-01-05,0,0,"Sweden"
2020-01-06,0,0,"Sweden"
2020-01-07,0,0,"Sweden"
2020-01-08,0,0,"Sweden"
2020-01-09,0,0,"Sweden"
2020-01-10,0,0,"Sweden"
2020-01-11,0,0,"Sweden"
2020-01-12,0,0,"Sweden"
2020-01-13,0,0,"Sweden"
2020-01-14,0,0,"Sweden"
2020-01-15,0,0,"Sweden"
2020-01-16,0,0,"Sweden"
2020-01-17,0,0,"Sweden"
2020-01-18,0,0,"Sweden"
2020-01-19,0,0,"Sweden"
2020-01-20,0,0,"Sweden"
2020-01-21,0,0,"Sweden"
2020-01-22,0,0,"Sweden"
2020-01-23,0,0,"Sweden"
2020-01-24,0,0,"Sweden"
2020-01-25,0,0,"Sweden"
2020-01-26,0,0,"Sweden"
2020-01-27,0,0,"Sweden"
2020-01-28,0,0,"Sweden"
2020-01-29,0,0,"Sweden"
2020-01-30,0,0,"Sweden"
2020-01-31,0,0,"Sweden"
2020-02-01,1,0,"Sweden"
2020-02-02,0,0,"Sweden"
2020-02-03,0,0,"Sweden"
2020-02-04,0,0,"Sweden"
2020-02-05,0,0,"Sweden"
2020-02-06,0,0,"Sweden"
2020-02-07,0,0,"Sweden"
2020-02-08,0,0,"Sweden"
2020-02-09,0,0,"Sweden"
2020-02-10,0,0,"Sweden"
2020-02-11,0,0,"Sweden"
2020-02-12,0,0,"Sweden"
2020-02-13,0,0,"Sweden"
2020-02-14,0,0,"Sweden"
2020-02-15,0,0,"Sweden"
2020-02-16,0,0,"Sweden"
2020-02-17,0,0,"Sweden"
2020-02-18,0,0,"Sweden"
2020-02-19,0,0,"Sweden"
2020-02-20,0,0,"Sweden"
2020-02-21,0,0,"Sweden"
2020-02-22,0,0,"Sweden"
2020-02-23,0,0,"Sweden"
2020-02-24,0,0,"Sweden"
2020-02-25,0,0,"Sweden"
2020-02-26,0,0,"Sweden"
2020-02-27,1,0,"Sweden"
2020-02-28,5,0,"Sweden"
2020-02-29,5,0,"Sweden"
2020-03-01,1,0,"Sweden"
2020-03-02,1,0,"Sweden"
2020-03-03,1,0,"Sweden"
2020-03-04,9,0,"Sweden"
2020-03-05,11,0,"Sweden"
2020-03-06,26,0,"Sweden"
2020-03-07,76,0,"Sweden"
2020-03-08,24,0,"Sweden"
2020-03-09,42,0,"Sweden"
2020-03-10,45,0,"Sweden"
2020-03-11,78,0,"Sweden"
2020-03-12,136,1,"Sweden"
2020-03-13,158,0,"Sweden"
2020-03-14,155,0,"Sweden"
2020-03-15,149,0,"Sweden"
2020-03-16,108,2,"Sweden"
2020-03-17,89,4,"Sweden"
2020-03-18,46,1,"Sweden"
2020-03-19,134,2,"Sweden"
2020-03-20,122,0,"Sweden"
2020-03-21,200,6,"Sweden"
2020-03-22,123,4,"Sweden"
2020-03-23,160,1,"Sweden"
2020-03-24,110,4,"Sweden"
2020-03-25,256,11,"Sweden"
2020-03-26,238,6,"Sweden"
2020-03-27,296,24,"Sweden"
2020-03-28,240,26,"Sweden"
2020-03-29,401,10,"Sweden"
2020-03-30,253,8,"Sweden"
2020-03-31,328,36,"Sweden"
2020-04-01,407,34,"Sweden"
2020-04-02,512,59,"Sweden"
2020-04-03,519,43,"Sweden"
2020-04-04,612,51,"Sweden"
2020-04-05,365,40,"Sweden"
2020-04-06,387,28,"Sweden"
2020-04-07,376,76,"Sweden"
2020-04-08,487,114,"Sweden"
2020-04-09,726,96,"Sweden"
2020-04-10,722,106,"Sweden"
2020-04-11,544,77,"Sweden"
2020-04-12,466,17,"Sweden"
2020-04-13,332,12,"Sweden"
2020-04-14,465,20,"Sweden"
2020-04-15,497,114,"Sweden"
2020-04-16,482,170,"Sweden"
2020-04-17,613,130,"Sweden"
2020-04-18,676,67,"Sweden"
2020-04-19,606,111,"Sweden"
2020-04-20,563,29,"Sweden"
2020-04-21,392,40,"Sweden"
2020-04-22,545,185,"Sweden"
2020-04-23,682,172,"Sweden"
2020-04-24,751,84,"Sweden"
2020-04-25,812,131,"Sweden"
2020-04-26,610,40,"Sweden"
2020-04-27,463,2,"Sweden"
2020-04-28,286,80,"Sweden"
2020-04-29,695,81,"Sweden"
2020-04-30,681,107,"Sweden"
2020-05-01,790,124,"Sweden"
2020-05-02,428,67,"Sweden"
2020-05-03,562,16,"Sweden"
2020-05-04,235,10,"Sweden"
2020-05-05,404,90,"Sweden"
2019-12-31,0,0,"Switzerland"
2020-01-01,0,0,"Switzerland"
2020-01-02,0,0,"Switzerland"
2020-01-03,0,0,"Switzerland"
2020-01-04,0,0,"Switzerland"
2020-01-05,0,0,"Switzerland"
2020-01-06,0,0,"Switzerland"
2020-01-07,0,0,"Switzerland"
2020-01-08,0,0,"Switzerland"
2020-01-09,0,0,"Switzerland"
2020-01-10,0,0,"Switzerland"
2020-01-11,0,0,"Switzerland"
2020-01-12,0,0,"Switzerland"
2020-01-13,0,0,"Switzerland"
2020-01-14,0,0,"Switzerland"
2020-01-15,0,0,"Switzerland"
2020-01-16,0,0,"Switzerland"
2020-01-17,0,0,"Switzerland"
2020-01-18,0,0,"Switzerland"
2020-01-19,0,0,"Switzerland"
2020-01-20,0,0,"Switzerland"
2020-01-21,0,0,"Switzerland"
2020-01-22,0,0,"Switzerland"
2020-01-23,0,0,"Switzerland"
2020-01-24,0,0,"Switzerland"
2020-01-25,0,0,"Switzerland"
2020-01-26,0,0,"Switzerland"
2020-01-27,0,0,"Switzerland"
2020-01-28,0,0,"Switzerland"
2020-01-29,0,0,"Switzerland"
2020-01-30,0,0,"Switzerland"
2020-01-31,0,0,"Switzerland"
2020-02-01,0,0,"Switzerland"
2020-02-02,0,0,"Switzerland"
2020-02-03,0,0,"Switzerland"
2020-02-04,0,0,"Switzerland"
2020-02-05,0,0,"Switzerland"
2020-02-06,0,0,"Switzerland"
2020-02-07,0,0,"Switzerland"
2020-02-08,0,0,"Switzerland"
2020-02-09,0,0,"Switzerland"
2020-02-10,0,0,"Switzerland"
2020-02-11,0,0,"Switzerland"
2020-02-12,0,0,"Switzerland"
2020-02-13,0,0,"Switzerland"
2020-02-14,0,0,"Switzerland"
2020-02-15,0,0,"Switzerland"
2020-02-16,0,0,"Switzerland"
2020-02-17,0,0,"Switzerland"
2020-02-18,0,0,"Switzerland"
2020-02-19,0,0,"Switzerland"
2020-02-20,0,0,"Switzerland"
2020-02-21,0,0,"Switzerland"
2020-02-22,0,0,"Switzerland"
2020-02-23,0,0,"Switzerland"
2020-02-24,0,0,"Switzerland"
2020-02-25,0,0,"Switzerland"
2020-02-26,1,0,"Switzerland"
2020-02-27,0,0,"Switzerland"
2020-02-28,7,0,"Switzerland"
2020-02-29,4,0,"Switzerland"
2020-03-01,6,0,"Switzerland"
2020-03-02,6,0,"Switzerland"
2020-03-03,6,0,"Switzerland"
2020-03-04,7,0,"Switzerland"
2020-03-05,20,0,"Switzerland"
2020-03-06,30,1,"Switzerland"
2020-03-07,122,0,"Switzerland"
2020-03-08,55,0,"Switzerland"
2020-03-09,68,1,"Switzerland"
2020-03-10,42,0,"Switzerland"
2020-03-11,116,1,"Switzerland"
2020-03-12,152,1,"Switzerland"
2020-03-13,212,0,"Switzerland"
2020-03-14,267,3,"Switzerland"
2020-03-15,238,4,"Switzerland"
2020-03-16,841,2,"Switzerland"
2020-03-17,0,1,"Switzerland"
2020-03-18,450,5,"Switzerland"
2020-03-19,360,2,"Switzerland"
2020-03-20,878,12,"Switzerland"
2020-03-21,952,10,"Switzerland"
2020-03-22,1237,13,"Switzerland"
2020-03-23,894,4,"Switzerland"
2020-03-24,1044,6,"Switzerland"
2020-03-25,774,20,"Switzerland"
2020-03-26,925,17,"Switzerland"
2020-03-27,1000,58,"Switzerland"
2020-03-28,1390,36,"Switzerland"
2020-03-29,1048,38,"Switzerland"
2020-03-30,1122,22,"Switzerland"
2020-03-31,1138,38,"Switzerland"
2020-04-01,696,78,"Switzerland"
2020-04-02,962,5,"Switzerland"
2020-04-03,1124,54,"Switzerland"
2020-04-04,1033,52,"Switzerland"
2020-04-05,974,56,"Switzerland"
2020-04-06,821,19,"Switzerland"
2020-04-07,552,25,"Switzerland"
2020-04-08,590,57,"Switzerland"
2020-04-09,546,64,"Switzerland"
2020-04-10,785,51,"Switzerland"
2020-04-11,733,49,"Switzerland"
2020-04-12,592,26,"Switzerland"
2020-04-13,400,27,"Switzerland"
2020-04-14,279,0,"Switzerland"
2020-04-15,254,42,"Switzerland"
2020-04-16,583,73,"Switzerland"
2020-04-17,315,43,"Switzerland"
2020-04-18,346,42,"Switzerland"
2020-04-19,325,52,"Switzerland"
2020-04-20,336,24,"Switzerland"
2020-04-21,168,7,"Switzerland"
2020-04-22,155,45,"Switzerland"
2020-04-23,205,30,"Switzerland"
2020-04-24,228,51,"Switzerland"
2020-04-25,181,41,"Switzerland"
2020-04-26,216,20,"Switzerland"
2020-04-27,167,8,"Switzerland"
2020-04-28,103,16,"Switzerland"
2020-04-29,100,27,"Switzerland"
2020-04-30,143,28,"Switzerland"
2020-05-01,179,15,"Switzerland"
2020-05-02,119,12,"Switzerland"
2020-05-03,112,32,"Switzerland"
2020-05-04,88,6,"Switzerland"
2020-05-05,76,4,"Switzerland"
2019-12-31,0,0,"United_Kingdom"
2020-01-01,0,0,"United_Kingdom"
2020-01-02,0,0,"United_Kingdom"
2020-01-03,0,0,"United_Kingdom"
2020-01-04,0,0,"United_Kingdom"
2020-01-05,0,0,"United_Kingdom"
2020-01-06,0,0,"United_Kingdom"
2020-01-07,0,0,"United_Kingdom"
2020-01-08,0,0,"United_Kingdom"
2020-01-09,0,0,"United_Kingdom"
2020-01-10,0,0,"United_Kingdom"
2020-01-11,0,0,"United_Kingdom"
2020-01-12,0,0,"United_Kingdom"
2020-01-13,0,0,"United_Kingdom"
2020-01-14,0,0,"United_Kingdom"
2020-01-15,0,0,"United_Kingdom"
2020-01-16,0,0,"United_Kingdom"
2020-01-17,0,0,"United_Kingdom"
2020-01-18,0,0,"United_Kingdom"
2020-01-19,0,0,"United_Kingdom"
2020-01-20,0,0,"United_Kingdom"
2020-01-21,0,0,"United_Kingdom"
2020-01-22,0,0,"United_Kingdom"
2020-01-23,0,0,"United_Kingdom"
2020-01-24,0,0,"United_Kingdom"
2020-01-25,0,0,"United_Kingdom"
2020-01-26,0,0,"United_Kingdom"
2020-01-27,0,0,"United_Kingdom"
2020-01-28,0,0,"United_Kingdom"
2020-01-29,0,0,"United_Kingdom"
2020-01-30,0,0,"United_Kingdom"
2020-01-31,2,0,"United_Kingdom"
2020-02-01,0,0,"United_Kingdom"
2020-02-02,0,0,"United_Kingdom"
2020-02-03,0,0,"United_Kingdom"
2020-02-04,0,0,"United_Kingdom"
2020-02-05,0,0,"United_Kingdom"
2020-02-06,0,0,"United_Kingdom"
2020-02-07,1,0,"United_Kingdom"
2020-02-08,0,0,"United_Kingdom"
2020-02-09,1,0,"United_Kingdom"
2020-02-10,0,0,"United_Kingdom"
2020-02-11,4,0,"United_Kingdom"
2020-02-12,0,0,"United_Kingdom"
2020-02-13,1,0,"United_Kingdom"
2020-02-14,0,0,"United_Kingdom"
2020-02-15,0,0,"United_Kingdom"
2020-02-16,0,0,"United_Kingdom"
2020-02-17,0,0,"United_Kingdom"
2020-02-18,0,0,"United_Kingdom"
2020-02-19,0,0,"United_Kingdom"
2020-02-20,0,0,"United_Kingdom"
2020-02-21,0,0,"United_Kingdom"
2020-02-22,0,0,"United_Kingdom"
2020-02-23,0,0,"United_Kingdom"
2020-02-24,4,0,"United_Kingdom"
2020-02-25,0,0,"United_Kingdom"
2020-02-26,0,0,"United_Kingdom"
2020-02-27,0,0,"United_Kingdom"
2020-02-28,3,0,"United_Kingdom"
2020-02-29,2,0,"United_Kingdom"
2020-03-01,5,0,"United_Kingdom"
2020-03-02,13,0,"United_Kingdom"
2020-03-03,4,0,"United_Kingdom"
2020-03-04,11,0,"United_Kingdom"
2020-03-05,34,0,"United_Kingdom"
2020-03-06,30,0,"United_Kingdom"
2020-03-07,48,1,"United_Kingdom"
2020-03-08,43,1,"United_Kingdom"
2020-03-09,67,0,"United_Kingdom"
2020-03-10,48,1,"United_Kingdom"
2020-03-11,52,4,"United_Kingdom"
2020-03-12,83,0,"United_Kingdom"
2020-03-13,134,2,"United_Kingdom"
2020-03-14,117,1,"United_Kingdom"
2020-03-15,433,18,"United_Kingdom"
2020-03-16,251,15,"United_Kingdom"
2020-03-17,152,22,"United_Kingdom"
2020-03-18,407,16,"United_Kingdom"
2020-03-19,680,34,"United_Kingdom"
2020-03-20,647,43,"United_Kingdom"
2020-03-21,706,36,"United_Kingdom"
2020-03-22,1035,56,"United_Kingdom"
2020-03-23,665,35,"United_Kingdom"
2020-03-24,967,74,"United_Kingdom"
2020-03-25,1427,149,"United_Kingdom"
2020-03-26,1452,186,"United_Kingdom"
2020-03-27,2129,183,"United_Kingdom"
2020-03-28,2885,284,"United_Kingdom"
2020-03-29,2546,294,"United_Kingdom"
2020-03-30,2433,214,"United_Kingdom"
2020-03-31,2619,374,"United_Kingdom"
2020-04-01,3009,382,"United_Kingdom"
2020-04-02,4324,670,"United_Kingdom"
2020-04-03,4244,652,"United_Kingdom"
2020-04-04,4450,714,"United_Kingdom"
2020-04-05,3735,760,"United_Kingdom"
2020-04-06,5903,644,"United_Kingdom"
2020-04-07,3802,568,"United_Kingdom"
2020-04-08,3634,1038,"United_Kingdom"
2020-04-09,5491,1034,"United_Kingdom"
2020-04-10,4344,1103,"United_Kingdom"
2020-04-11,5195,1152,"United_Kingdom"
2020-04-12,8719,839,"United_Kingdom"
2020-04-13,5288,686,"United_Kingdom"
2020-04-14,4342,744,"United_Kingdom"
2020-04-15,5252,1044,"United_Kingdom"
2020-04-16,4603,842,"United_Kingdom"
2020-04-17,4617,1029,"United_Kingdom"
2020-04-18,5599,935,"United_Kingdom"
2020-04-19,5525,1115,"United_Kingdom"
2020-04-20,5850,498,"United_Kingdom"
2020-04-21,4676,559,"United_Kingdom"
2020-04-22,4301,1172,"United_Kingdom"
2020-04-23,4451,837,"United_Kingdom"
2020-04-24,4583,727,"United_Kingdom"
2020-04-25,5386,1005,"United_Kingdom"
2020-04-26,4913,843,"United_Kingdom"
2020-04-27,4463,420,"United_Kingdom"
2020-04-28,4309,338,"United_Kingdom"
2020-04-29,3996,909,"United_Kingdom"
2020-04-30,4076,795,"United_Kingdom"
2020-05-01,6032,674,"United_Kingdom"
2020-05-02,6201,739,"United_Kingdom"
2020-05-03,4806,621,"United_Kingdom"
2020-05-04,4339,315,"United_Kingdom"
2020-05-05,3985,288,"United_Kingdom"
